transaction_id,customer_id,employee_id,Transaction_Date,Credit_Card_Number,IBAN,Currency_Code,Random_Number,Category,Group,Is_Active,Last_Updated,Description
51539612551,51539612551,51539612551,2024-03-08 07:19:39.527945,3520258367960563,Unknown,HTG,7247.0,D,Unknown,No,2022-02-18 12:56:37.318981,Certainly magazine receive color do put.
17179873118,17179873118,17179873118,2024-01-16 18:41:47.412936,2260397013100541,GB41FWQT72200018319265,MRO,8920.0,Unknown,Z,Unknown,2023-04-30 09:25:55.426506,Growth fire develop success onto behind.
17179870646,17179870646,17179870646,2024-04-17 15:28:44.126151,0,GB53YPMW56224019242186,FJD,2283.0,B,Z,Yes,2020-12-11 16:28:25.080247,Perhaps agree fill choose a discover state meet.
51539609687,51539609687,51539609687,2024-04-02 20:08:19.710556,3573720106027802,GB31DXJG67547474240990,UGX,4854.0,C,X,Yes,2020-02-21 23:38:53.889959,Development material can capital hold work.
4848,4848,4848,2024-01-22 04:34:38.669345,2711861019593673,GB97JCHC86769208876767,KES,7471.0,D,Z,Yes,2023-03-20 06:59:03.044140,Other along city. West enough painting decide.
34359739681,34359739681,34359739681,2024-04-01 12:01:25.591901,0,GB40CKJU43098641172472,MMK,6908.0,Unknown,X,No,2020-08-16 11:54:37.205965,History worry seat challenge glass use physical.
8589937664,8589937664,8589937664,2024-04-01 12:53:19.047382,3561580457692339,GB92JDVT93341980716067,PAB,3356.0,C,Z,Yes,2021-12-15 04:14:37.281194,Whom green culture cause individual rock.
17179872555,17179872555,17179872555,2024-01-19 05:26:32.990360,180054636936113,GB78VQIB12489650139161,KHR,6423.0,D,Z,Yes,2023-05-07 03:05:48.084409,Daughter force leave half writer.
4281,4281,4281,2024-02-12 23:26:15.784963,3506707157207765,GB77UNDN48300617066043,CVE,9787.0,C,Z,No,2023-03-09 00:18:00.002654,Help sit interview worry modern leg develop.
4235,4235,4235,2024-03-11 03:58:56.037172,3557147084082569,GB32HUMX09740447422682,LYD,5837.0,A,X,Yes,2022-03-07 22:33:18.870103,Step rate book. Serve theory many effort explain.
34359740706,34359740706,34359740706,2024-01-17 19:57:15.968223,371289931960207,GB48VVEW96232299544868,HKD,1410.0,C,X,Unknown,2023-08-04 11:22:32.868314,Stage certain money better surface.
4069,4069,4069,2024-02-09 14:28:15.177301,4637160072482180,GB13QXKD09670052480561,BZD,4771.0,C,X,Yes,2023-09-06 11:10:46.983354,Main beautiful article door turn mind business.
1894,1894,1894,2024-01-19 14:56:21.396814,345538122413142,GB34CNWS80207232823023,ETB,4895.0,C,Y,No,2020-05-27 20:49:03.739512,Congress especially as father important manage.
17179869605,17179869605,17179869605,2024-04-25 02:40:27.508280,0,Unknown,PAB,1523.0,B,Z,Unknown,2023-10-11 17:56:11.488455,Three end realize degree position admit article.
51539608870,51539608870,51539608870,2024-02-03 08:58:41.266603,4590368082557900,GB35WSFI85545254528175,ZAR,1736.0,A,Y,No,2022-05-19 23:22:10.693245,Alone own site discuss. South its beyond too.
42949673600,42949673600,42949673600,2024-03-02 21:08:16.560654,4799058790748995,GB08WEKF58125133952755,LBP,3460.0,C,X,No,2021-11-17 03:43:48.708614,Mrs worker dog imagine picture.
25769807065,25769807065,25769807065,2024-01-17 00:38:07.868686,0,GB96UFIQ03630011871161,Unknown,3187.0,B,Y,Yes,2020-07-28 08:22:17.348697,Because make training form my true computer real.
51539608651,51539608651,51539608651,2024-01-30 03:07:05.729561,4664150087640,GB15XAYX91806193142652,MDL,3524.0,D,Unknown,Unknown,2022-10-30 13:17:46.658246,Important Mrs thousand technology.
17179871283,17179871283,17179871283,2024-02-05 20:28:36.841507,503812622333,GB17IXXV40516392909931,STD,5399.0,B,Y,Yes,2020-03-09 09:14:16.725812,Sell whose name career rather high nearly party.
25769806753,25769806753,25769806753,2024-02-07 20:14:27.738121,30241766282150,GB94ZTJM17443971292112,ZAR,9751.0,B,Z,Yes,2020-03-23 05:21:37.779936,Before or card address agency major.
51539607618,51539607618,51539607618,2024-01-23 20:51:02.759018,4188260282977111,GB42BOXS07910306125334,TTD,1415.0,A,Unknown,Yes,2023-11-09 07:51:45.779091,Nature than seven game ability phone.
60129546557,60129546557,60129546557,2024-03-14 14:35:42.725170,3531047007736385,GB60CUDD00818372850008,VEF,7493.0,A,X,No,2022-08-18 20:42:20.181726,Together hour central parent PM reveal.
25769805413,25769805413,25769805413,2024-04-27 02:37:41.492494,560350195494,GB88RPYO38548874901126,XOF,3554.0,D,X,Yes,2021-05-24 02:24:47.432289,Economy clearly each foot race call.
17179870087,17179870087,17179870087,2024-03-19 08:57:47.012203,4694725740756653912,GB15AYDN35095613734483,BZD,2926.0,D,X,Yes,2020-07-24 12:00:20.239309,Would argue in study necessary down care.
60129543584,60129543584,60129543584,2024-02-07 14:26:20.791280,6011593998229718,GB08YMDU61889561587352,BTN,5667.0,B,Z,No,2020-07-09 12:04:03.111532,Trouble environment environment.
541,541,541,2024-02-13 21:03:58.638209,3558723955469710,Unknown,LAK,7757.0,B,X,Yes,2023-08-30 14:33:30.129568,Art building treat all push.
51539611250,51539611250,51539611250,2024-03-16 23:39:23.842214,0,GB08NVIE42023271966101,CHF,2192.0,B,Y,No,2023-05-13 17:52:36.522489,Expect blood money job together light.
34359743003,34359743003,34359743003,2024-04-11 19:10:52.718193,30167581629152,GB88NZBM05113894729586,MKD,2198.0,C,Z,No,2022-10-06 02:29:03.321835,Middle significant suffer now financial our at.
25769806400,25769806400,25769806400,2024-03-29 17:31:14.779969,4063595985862391874,GB36KILX28533781280232,XAF,9974.0,D,X,Yes,2020-04-26 04:55:42.842158,Purpose it national everyone walk.
51539607631,51539607631,51539607631,2024-02-20 10:59:20.608190,3589332387204183,GB12KWCI34542621423098,Unknown,3486.0,C,Z,No,2023-01-02 18:57:05.102350,Nearly notice radio happen partner.
51539609200,51539609200,51539609200,2024-04-18 18:13:18.738531,38397993396338,GB41VTOV31806854114878,JEP,2332.0,C,X,No,2021-12-04 07:55:35.522626,Where fire statement get candidate.
17179872462,17179872462,17179872462,2024-04-29 06:44:22.929477,30092266083352,GB12LFMI24185689760543,SDG,3949.0,D,Z,No,2021-10-01 09:06:24.413871,Whatever operation audience range.
8589936703,8589936703,8589936703,2024-04-14 05:31:13.750185,36056059464560,GB71JFNK84811314357203,CHF,4689.0,C,Unknown,Unknown,2021-06-03 08:36:32.009504,Floor teacher create discuss.
60129546737,60129546737,60129546737,2024-02-29 11:49:26.673467,4093899493358163584,GB24EOOT42908025311202,XCD,3485.0,A,Y,Unknown,2022-08-04 09:36:48.002306,News toward think continue indicate he.
25769805608,25769805608,25769805608,2024-04-22 17:16:46.416560,4234510957313356086,GB71JUFH06219898468767,Unknown,7352.0,D,Y,No,2020-06-19 18:17:38.987905,Stay yet fall. Yes boy group attorney also class.
17179871308,17179871308,17179871308,2024-04-09 06:46:02.653998,3537669352014268,GB56SOJW18431434670374,DZD,5134.0,C,X,Unknown,2020-12-29 05:17:46.280056,Appear good alone simply.
17179871308,17179871308,17179891111,2024-04-09 06:46:02.653998,3537669352014268,GB56SOJW18431434670374,DZD,5134.0,C,X,Unknown,2020-12-29 05:17:46.280056,Appear good alone simply.
60129542891,60129542891,60129542891,2024-04-07 07:47:53.177274,4275098040234023763,GB37SBCI93307445429166,LKR,3024.0,Unknown,Z,Yes,2021-03-09 21:23:20.502209,Able sister weight. Each law fast phone.
8589938352,8589938352,8589938352,2024-01-21 07:15:38.344673,3510780619820354,Unknown,INR,1228.0,B,Y,Yes,2020-12-10 04:10:48.325330,Week structure itself either response.
42949677674,42949677674,42949677674,2024-02-22 20:04:41.902853,4517034024230911,GB55EYEK71735203452582,DJF,2113.0,Unknown,Y,No,2022-08-29 16:59:56.764501,Support window perhaps.
25769804437,25769804437,25769804437,2024-01-07 03:47:36.111112,6011841950468240,GB93BWCU26599262914331,LRD,1578.0,C,Y,No,2024-02-26 04:10:23.294518,House message around concern let.
51539608755,51539608755,51539608755,2024-03-03 21:24:27.755863,4656259913707254,GB27BTYK71445856320385,NIO,8618.0,B,Z,No,2021-11-01 14:32:59.322646,Total evidence eat. View carry various minute.
1809,1809,1809,2024-03-14 04:29:40.671895,213173432305124,GB25TLXO22826406183090,GBP,9282.0,A,X,No,2023-06-18 12:07:52.354988,Wall life send six change degree bit course.
34359740743,34359740743,34359740743,2024-02-11 16:33:32.774833,4388332776322,Unknown,PYG,3291.0,B,Y,Yes,2022-06-02 04:53:41.300993,Cut fall production.
51539610372,51539610372,51539610372,2024-01-13 01:13:26.639101,213117480570477,GB41IBEL57672217754596,LTL,5878.0,D,Y,No,2023-06-17 06:40:53.393038,Card sing ask. Blue visit study society.
17179872912,17179872912,17179872912,2024-01-31 13:09:54.048321,370913802090338,GB84JPLH52789341653249,MKD,7695.0,C,Z,No,2021-01-17 02:43:55.977627,Put industry tonight prove.
51539609679,51539609679,51539609679,2024-01-22 15:02:27.356088,0,GB89NHNN57229480819494,JOD,9486.0,B,Z,Yes,2021-05-19 23:54:54.416618,Unknown
42949676139,42949676139,42949676139,2024-01-03 18:11:48.144455,4738168334505639,GB23PWGK44484633134560,KWD,7041.0,C,X,No,2023-09-06 14:30:11.995996,Every answer buy authority really.
42949674403,42949674403,42949674403,2024-03-24 16:46:45.232121,4652966307867353,GB65ZFLK25523936772904,KZT,8872.0,C,Y,No,2020-12-02 13:38:53.006083,Recognize stand success news suffer physical.
34359741775,34359741775,34359741775,2024-03-06 14:55:23.412692,3572113600628427,GB07SXDY12002246696891,BND,2876.0,C,X,No,2023-12-25 05:06:46.374623,Top bad police sell since executive cost despite.
25769807790,25769807790,25769807790,2024-01-14 02:43:01.258691,342402952017163,GB49RJLT13305898251391,Unknown,9126.0,B,X,No,2021-03-17 05:44:14.380151,Building catch city generation conference.
51539610023,51539610023,51539610023,2024-02-24 06:48:26.713244,30585839831488,GB27KJLE95029980278376,GHS,1841.0,C,Z,No,2022-08-06 01:08:09.439695,Decision rather benefit foreign way building let.
17179872027,17179872027,17179872027,2024-03-16 21:47:06.401079,30160074441789,GB14IIFB66400705303767,AOA,7335.0,B,Unknown,Yes,2020-02-14 05:59:05.657279,Yet minute message.
448,448,448,2024-04-25 04:04:51.275007,0,GB27BVNE51180303722508,FJD,9566.0,A,Unknown,Yes,2023-04-03 08:46:07.618351,Second parent star network.
8589937072,8589937072,8589937072,2024-01-14 04:16:06.565966,575245974721,GB97NSIU76810772768091,LRD,7493.0,C,Y,No,2022-03-29 11:31:58.519030,Family head black.
25769807799,25769807799,25769807799,2024-04-06 05:46:11.978765,4708483366526,GB21QDUV89256950736598,CVE,4327.0,D,Unknown,Unknown,2023-01-04 08:47:16.945653,Billion better establish. Experience compare TV.
17179870428,17179870428,17179870428,2024-02-24 17:31:52.292407,375447556117315,GB04UVNK67587417178343,KMF,4381.0,Unknown,Z,No,2023-05-11 07:38:49.065107,Treat event parent along.
8589935108,8589935108,8589935108,2024-01-23 22:17:31.829927,180083753682655,GB50DYUN00316251387875,CHF,5799.0,Unknown,Z,Yes,2022-08-24 04:22:05.540030,Exactly shake owner.
2009,2009,2009,2024-03-03 14:23:36.897398,4409576077476495,GB43FZWW04246860384154,SHP,5218.0,C,Unknown,No,2020-04-02 15:47:04.770419,Former sing every close generation task prevent.
60129543588,60129543588,60129543588,2024-02-24 15:15:22.269852,213185581331040,GB63WBJU22704772011441,KYD,2973.0,B,X,No,2022-02-26 07:57:03.871024,Or really body them.
60129545464,60129545464,60129545464,2024-03-15 21:48:27.930547,2266952874757328,GB30JBVJ88989712108347,LKR,5025.0,B,X,No,2021-03-20 20:34:28.459767,Billion measure particular number paper.
8589937359,8589937359,8589937359,2024-04-15 04:05:20.675609,0,GB49KZDT15500491251547,ANG,5994.0,B,X,No,2023-10-01 21:27:59.496640,Unknown
8589936998,8589936998,8589936998,2024-03-15 10:38:12.804355,0,GB14IDEC39171063766900,ETB,8666.0,C,X,No,2021-05-13 20:36:04.492888,Occur themselves maintain. Avoid money down.
8589936143,8589936143,8589936143,2024-04-28 05:59:52.003548,0,Unknown,SHP,2671.0,A,Y,No,2023-02-10 08:55:40.719194,Him office music power guy.
60129546406,60129546406,60129546406,2024-04-13 23:43:33.359696,4603154535691453,GB58SRRV04353725049464,ISK,9764.0,D,X,Yes,2020-07-19 14:22:13.778287,Test but interest measure.
34359738859,34359738859,34359738859,2024-04-04 00:18:37.046806,4937506398232724,GB46OIKZ82245505231598,MYR,7750.0,D,Y,Yes,2020-05-04 00:11:41.799332,Decision effort have act writer feeling.
51539611905,51539611905,51539611905,2024-01-24 23:28:42.915270,0,GB89LMRK44882005390078,TOP,4141.0,B,X,No,2021-10-01 04:20:30.236133,Beat behind need one.
34359738978,34359738978,34359738978,2024-02-21 18:10:03.733347,36133630194519,GB74WSZW61804358111169,LAK,7185.0,A,X,Yes,2022-11-18 20:09:52.862333,Unknown
51539611964,51539611964,51539611964,2024-02-07 09:03:20.435263,4188150861150,Unknown,BMD,8619.0,A,Y,Yes,2020-09-01 21:21:34.008690,Move me fact media eight.
34359743136,34359743136,34359743136,2024-02-01 16:10:51.584268,3529151872338006,GB42XDMT56806678409803,RWF,4850.0,C,Y,No,2020-07-25 07:54:38.451019,Class major next point.
8589935406,8589935406,8589935406,2024-03-03 02:21:49.061410,5435991925843314,GB69HBFG86865165259559,LYD,9792.0,C,Y,No,2021-07-04 00:02:23.609505,Leave one ground mission ok generation.
25769804890,25769804890,25769804890,2024-03-07 07:52:26.781878,180012685054535,GB32OQPJ42193605983718,KPW,1589.0,A,Z,Yes,2020-02-23 22:56:22.049916,Tell once cover very benefit.
60129542943,60129542943,60129542943,2024-02-08 03:49:33.249298,503825516886,GB24XXSO15542067463408,MZN,2997.0,C,X,Yes,2023-06-26 18:11:06.836425,Look alone history source.
2349,2349,2349,2024-03-27 16:32:51.070152,4795978968354686,GB27NTCH07048152298732,ILS,0.0,Unknown,Z,No,2022-08-13 10:09:33.598469,Current recently since manage.
42949673431,42949673431,42949673431,2024-01-12 01:05:01.295794,4773509903869557,GB66EVMO23443472974794,SGD,6621.0,B,X,No,2023-09-25 10:27:07.642345,Between picture nation age maintain population.
17179870074,17179870074,17179870074,2024-04-03 08:37:12.091430,3535252442677659,GB27OHHQ29173978084951,LBP,4861.0,C,X,Unknown,2022-09-14 06:23:43.479888,Response vote attorney be anyone middle stop.
42949673280,42949673280,42949673280,2024-04-27 06:20:37.053318,341638840578806,GB59YDED89170716394020,BHD,3227.0,A,X,Yes,2022-07-06 19:03:51.661149,Treatment heavy law various media.
8589934637,8589934637,8589934637,2024-02-15 23:44:22.592947,4148437753885,GB83RWUH45618828160875,BDT,3543.0,Unknown,Y,No,2023-02-26 21:12:28.228880,Society soon peace employee.
60129544706,60129544706,60129544706,2024-01-07 10:51:06.779122,4108267067891786,GB28OVET97468626274176,LYD,8426.0,B,X,Yes,2021-10-26 11:02:00.858412,Party ball high form upon rich both.
8589936193,8589936193,8589936193,2024-02-10 20:17:51.274157,376534141145494,GB92XVPV68855419939125,DOP,5976.0,A,Z,No,2020-10-02 09:25:39.681237,Gas recent ability seat feeling institution.
51539611622,51539611622,51539611622,2024-03-27 15:37:04.302321,6011241710942172,Unknown,ZWD,3876.0,A,Z,Yes,2024-03-20 01:37:27.052431,Improve clear wonder action.
8589935758,8589935758,8589935758,2024-04-17 22:06:37.380103,6011203325167785,GB91HLGD86640065540126,TND,1785.0,A,X,No,2024-02-09 06:06:42.556754,Usually class scientist government hope.
34359740157,34359740157,34359740157,2024-01-01 02:41:11.073691,5120017241177037,GB50QXTR54061955551531,BND,6558.0,Unknown,Z,No,2023-05-29 01:13:10.988792,More fish why.
60129545387,60129545387,60129545387,2024-01-11 21:50:11.422166,0,GB14MLGC50454800649177,BBD,6852.0,B,X,No,2023-09-07 01:54:33.857573,Degree huge want force can.
60129542571,60129542571,60129542571,2024-04-26 17:42:26.460058,342003695420365,GB83XGXR22040905863912,NIS,6215.0,A,Y,No,2024-01-03 07:49:46.049020,List almost night for dinner modern third.
60129544371,60129544371,60129544371,2024-01-02 00:13:40.577438,5251638629757198,Unknown,IMP,4225.0,Unknown,Y,Yes,2020-02-18 18:23:05.149558,Detail teacher often military economic.
51539612211,51539612211,51539612211,2024-01-15 09:06:55.771090,4318561708322722,GB77KSAW35839056345778,KMF,3055.0,D,Z,Yes,2020-04-24 11:56:11.597992,Blood Mrs bill step grow population agree.
34359740556,34359740556,34359740556,2024-01-08 08:47:08.279672,4670701016081162,GB50QRPA13890767916468,NPR,3830.0,C,Y,No,2023-09-11 05:17:14.049777,Unknown
8589934597,8589934597,8589934597,2024-03-12 14:08:14.323546,630428157006,GB86GLHT38158949612287,Unknown,5000.0,A,Z,No,2023-10-14 00:47:58.614864,Everything decade event.
34359739994,34359739994,34359739994,2024-04-03 14:40:56.368968,180040990511667,GB67BXDN56352917058877,GMD,0.0,D,X,No,2020-01-01 17:28:44.460917,Star loss front.
25769806893,25769806893,25769806893,2024-01-09 18:37:39.709610,38162333623142,GB59TUMB99247377488824,TTD,0.0,A,Y,Yes,2020-07-04 19:44:42.445518,Money lawyer notice soon score beat phone fight.
34359742093,34359742093,34359742093,2024-01-12 10:23:52.205549,3536106903963942,GB79GRPB89519882337131,Unknown,1490.0,C,Y,Yes,2021-09-22 02:43:53.377005,Arm policy bag really serious guess model.
51539608552,51539608552,51539608552,2024-02-11 05:44:08.219485,213183826622521,GB20WUXB12277699667367,STD,0.0,B,Unknown,Yes,2023-10-02 15:16:41.884050,Five set force kitchen certainly machine drop.
60129545878,60129545878,60129545878,2024-04-03 10:14:23.429242,0,GB53MSUM91896924308159,NOK,9230.0,B,X,No,2020-08-26 03:49:57.124022,Think ago prepare national sit.
25769804713,25769804713,25769804713,2024-02-03 14:29:40.494309,6011855187045795,GB94YZGX18208252959486,BRL,1777.0,D,X,Yes,2022-03-20 05:42:55.536023,Phone brother travel information keep.
60129542291,60129542291,60129542291,2024-01-21 12:28:30.425159,2706273126882998,GB49GRBZ30180605720838,IDR,5355.0,C,Z,No,2022-06-25 21:17:34.238046,Unknown
60129543236,60129543236,60129543236,2024-04-02 04:31:08.024735,2278435642559917,GB74CDRZ87970976113175,BHD,6448.0,B,X,No,2021-02-03 23:06:38.181388,Model capital industry every here often.
25769806707,25769806707,25769806707,2024-03-27 21:57:38.525268,4756785640909298561,GB77YRAV00674732469806,NZD,9214.0,B,X,No,2023-12-08 03:41:43.663086,Season purpose anything test.
34359741860,34359741860,34359741860,2024-01-24 00:39:36.982415,213176233377515,GB39ZYGX70878937174761,AUD,9152.0,B,Z,No,2021-02-07 01:39:39.735386,Effort rate figure analysis about.
4184,4184,4184,2024-03-21 21:55:56.119982,0,GB31CDYJ97044162832260,EGP,9276.0,C,Y,Yes,2022-11-23 11:12:09.988313,Two painting likely drug.
25769805027,25769805027,25769805027,2024-01-08 02:28:52.083921,4267446556778087,Unknown,LKR,4671.0,B,Y,Yes,2021-03-29 03:58:53.096322,Low meet everybody office word reduce bag.
8589939017,8589939017,8589939017,2024-04-17 10:36:33.204522,3544679874972381,GB92KIRO93947846277320,OMR,2259.0,C,Z,Yes,2020-07-21 06:36:19.100132,Thousand certain food building million other.
1742,1742,1742,2024-04-29 02:11:44.784622,4575790770650003,GB14BEXZ17423485078024,KRW,1499.0,D,Y,No,2020-10-05 09:19:58.269975,Letter learn while away forget professional.
60129545309,60129545309,60129545309,2024-02-04 00:02:26.157922,4937088654342964457,GB61KMVC49329106144077,CAD,4403.0,B,Z,No,2022-02-04 06:23:16.282381,Able me suddenly week guess society talk.
42949674880,42949674880,42949674880,2024-04-06 20:40:20.593671,213185253514956,GB11HSIL89376561793170,KGS,2727.0,D,Y,Yes,2023-07-01 20:17:05.153365,Build politics north evening all.
8589936184,8589936184,8589936184,2024-01-05 17:03:46.726879,30412488336935,GB34NHLA87613642349280,TZS,6732.0,D,Z,Yes,2022-04-27 11:15:31.898782,The do statement foot individual month.
25769808144,25769808144,25769808144,2024-03-06 00:09:37.033970,5244689494731495,GB63UMEC06344820470883,BWP,3693.0,Unknown,Z,Unknown,2023-12-18 19:29:26.298231,Friend actually pick song impact product.
51539609588,51539609588,51539609588,2024-01-04 05:03:26.576446,3531395809028158,Unknown,LBP,4965.0,C,X,Yes,2023-08-13 09:14:41.457960,Unknown
8589939589,8589939589,8589939589,2024-02-20 02:17:15.391491,3578421951414550,GB42SSJV53680694451133,NOK,1751.0,A,Y,Yes,2023-02-20 07:04:49.691517,Unknown
42949675828,42949675828,42949675828,2024-03-30 00:42:50.579310,30463744710710,Unknown,ZMW,0.0,C,Unknown,Yes,2020-09-25 13:38:04.589540,Face challenge blue exactly week themselves.
17179873209,17179873209,17179873209,2024-01-28 03:20:23.935360,3537131789479895,GB72WTZP22016383681299,TZS,2319.0,D,Z,Unknown,2021-06-03 03:07:17.048246,Other if reality difficult customer.
60129546460,60129546460,60129546460,2024-01-02 10:34:22.612719,30012502997470,GB29LLLP57292704045795,TOP,1171.0,C,X,Unknown,2021-03-06 12:36:16.859492,Unknown
17179872870,17179872870,17179872870,2024-02-12 21:27:46.235354,502064769164,Unknown,MDL,1898.0,B,Y,Yes,2024-02-16 06:06:50.104449,Girl it any none forward member.
51539608972,51539608972,51539608972,2024-01-18 06:00:48.455017,4683294277091315,Unknown,UAH,3501.0,C,Y,No,2020-03-08 22:19:46.611684,Forget pass last must account enough.
34359740598,34359740598,34359740598,2024-01-16 01:44:23.876708,6011223677497861,GB19FMTX60553042847617,TOP,6066.0,D,Y,No,2023-02-28 16:36:45.991599,Action consider thank none upon century.
60129545317,60129545317,60129545317,2024-04-04 14:32:07.267744,3509681834508746,Unknown,CHF,1900.0,A,Y,Yes,2021-08-09 04:42:30.528098,Here score Mr head let voice statement half.
25769807957,25769807957,25769807957,2024-03-27 09:41:13.426351,4944293006238468068,GB19CUHC48539443289337,BTN,3192.0,C,Y,No,2020-09-26 10:35:51.722970,Land because physical.
17179872862,17179872862,17179872862,2024-01-19 04:01:02.937587,3542906958703297,GB87IXBJ75867256832953,VEF,1265.0,Unknown,X,Unknown,2022-03-27 02:31:41.924152,Information type model show six.
42949676551,42949676551,42949676551,2024-03-13 22:53:17.326959,0,GB90DMXA97308497074672,BHD,2284.0,B,Unknown,Yes,2023-10-17 09:09:07.466970,Unknown
51539609109,51539609109,51539609109,2024-02-04 10:27:38.080847,0,GB70CKPH77125026067508,MUR,9847.0,D,Y,No,2020-03-01 19:12:19.854795,Real hour toward huge section network.
42949677759,42949677759,42949677759,2024-02-22 06:00:22.681648,373161019175859,GB79YMWQ16712015701820,Unknown,5769.0,D,Y,Yes,2023-11-11 18:52:53.533678,Indeed network style with some contain.
17179869841,17179869841,17179869841,2024-03-12 18:00:08.195514,3555459859438989,GB52NJKR47640995923915,JEP,3453.0,C,Y,No,2020-09-03 10:49:38.802038,Garden type seek employee me medical ahead.
51539608905,51539608905,51539608905,2024-01-03 22:25:41.314352,6521091287934570,GB45WYZV66346240048044,IDR,9605.0,D,Unknown,Unknown,2024-04-08 22:37:05.609579,Least politics total.
17179871634,17179871634,17179871634,2024-04-11 10:38:42.442670,5498139594043931,GB69NNKD19371981989724,KGS,4505.0,D,X,Yes,2023-05-22 14:23:27.099899,Along light performance become picture.
42949675201,42949675201,42949675201,2024-01-26 02:25:54.319647,0,GB22YUCV25905276051954,Unknown,9510.0,B,Y,No,2022-09-28 01:51:02.717412,Western structure visit option account.
8589935958,8589935958,8589935958,2024-03-14 07:58:35.980219,30388093352519,GB75MNQD09928265550219,Unknown,4139.0,C,X,No,2023-02-21 03:27:34.172180,Unknown
1738,1738,1738,2024-01-01 02:48:24.464513,6011143436136578,GB31GUBV97198106249110,DOP,1066.0,C,Unknown,No,2021-02-12 08:01:05.464389,Unknown
60129544780,60129544780,60129544780,2024-01-14 15:53:44.709687,4691982848049255,GB44HLEV17792418330625,SCR,3768.0,C,X,Yes,2022-03-06 23:59:19.787166,Budget southern matter manager tell guess.
1637,1637,1637,2024-03-01 02:16:14.625342,0,GB36EOFL41176544765892,THB,0.0,Unknown,Y,No,2021-10-30 13:10:14.110543,Three local benefit only else.
34359739683,34359739683,34359739683,2024-04-24 19:23:49.128463,676199606648,GB10DEIO04137332555882,OMR,1162.0,Unknown,Y,Yes,2022-02-21 01:52:42.117954,Yard wind son offer.
25769804484,25769804484,25769804484,2024-03-03 04:39:54.937819,4975178750291426,GB81JWML91062880411040,RON,4919.0,B,Unknown,Yes,2022-01-18 14:09:09.005499,Poor prepare style simple.
8589936329,8589936329,8589936329,2024-03-03 21:44:06.674818,346823072035262,GB34FRBD34200531971591,JEP,9103.0,A,Z,No,2023-06-09 12:35:27.035212,Fund manage quality staff left.
